timestamp,timestamp_sample,device_id,pressure,temperature,error_count
9128811966,9128811717,6845961,98913.414,47.765137,0
9128921336,9128921087,6845961,98913.45,47.769783,0
9129062027,9129061778,6845961,98913.52,47.757008,0
9129109013,9129108699,6845961,98913.83,47.767464,0
9129249554,9129249306,6845961,98912.836,47.7663,0
9129327776,9129327529,6845961,98913.39,47.763977,0
9129436969,9129436719,6845961,98913.34,47.75933,0
9129515115,9129514864,6845961,98913.51,47.755844,0
9129624462,9129624214,6845961,98913.3,47.754684,0
9129765070,9129764821,6845961,98913.72,47.757008,0
9129811970,9129811719,6845961,98913.54,47.75933,0
9129952642,9129952378,6845961,98913.51,47.755844,0
9130061965,9130061716,6845961,98913.9,47.755844,0
9130140126,9130139871,6845961,98913.5,47.754684,0
9130249529,9130249283,6845961,98913.5,47.754684,0
9130327595,9130327342,6845961,98913.38,47.74423,0
9130437006,9130436725,6845961,98912.78,47.74307,0
9130515116,9130514862,6845961,98913.234,47.748875,0
9130624475,9130624214,6845961,98913.375,47.74307,0
9130702669,9130702411,6845961,98913.41,47.74655,0
9130812027,9130811754,6845961,98913.34,47.740746,0
9130952618,9130952357,6845961,98912.92,47.73842,0
9130999489,9130999237,6845961,98912.86,47.732613,0
9131140211,9131139886,6845961,98913.43,47.73029,0
9131218201,9131217951,6845961,98913.03,47.73029,0
9131327594,9131327344,6845961,98913.25,47.731453,0
9131421340,9131421093,6845961,98913.055,47.732613,0
9131515119,9131514867,6845961,98913.68,47.7361,0
9131608951,9131608675,6845961,98913.67,47.734936,0
9131718204,9131717956,6845961,98913.23,47.729126,0
9131843280,9131843030,6845961,98913.336,47.739582,0
9131952703,9131952453,6845961,98913.41,47.74655,0
9132030830,9132030489,6845961,98913.38,47.74423,0
9132140123,9132139872,6845961,98913.32,47.73842,0
9132233885,9132233632,6845961,98913.22,47.747715,0
9132327591,9132327343,6845961,98913.48,47.753525,0
9132421406,9132421083,6845961,98912.914,47.755844,0
9132530771,9132530513,6845961,98913.086,47.753525,0
9132608840,9132608591,6845961,98913.53,47.75817,0
9132718211,9132717964,6845961,98913.26,47.751198,0
9132843348,9132843098,6845961,98913.51,47.755844,0
9132936966,9132936718,6845961,98912.98,47.761654,0
9133046348,9133046093,6845961,98912.87,47.751198,0
9133124487,9133124213,6845961,98913.05,47.75004,0
9133233868,9133233619,6845961,98913.78,47.762817,0
9133311964,9133311715,6845961,98913.42,47.7663,0
9133421331,9133421083,6845961,98913.42,47.7663,0
9133561963,9133561718,6845961,98913.39,47.763977,0
9133608893,9133608643,6845961,98913.21,47.765137,0
9133749473,9133749214,6845961,98913.32,47.757008,0
9133858918,9133858666,6845961,98913.61,47.765137,0
