timestamp,roll,pitch,yaw,thrust_body[0],thrust_body[1],thrust_body[2],reset_integral
9100881806,-0.18259212,0.08813895,-0.00080510974,0.0,0.0,-0.0,0
9100892397,-0.18260646,0.088138804,-0.0008049607,0.0,0.0,-0.0,0
9100902773,-0.18261978,0.088138305,-0.00080510974,0.0,0.0,-0.0,0
9100913259,-0.18264797,0.08813196,-0.00080510974,0.0,0.0,-0.0,0
9100922675,-0.18266067,0.088131845,-0.0008055568,0.0,0.0,-0.0,0
9100934280,-0.18265991,0.08813817,-0.00080525875,0.0,0.0,-0.0,0
9100943839,-0.18265934,0.08814338,-0.0008055568,0.0,0.0,-0.0,0
9100952267,-0.18265876,0.08814795,-0.00080540776,0.0,0.0,-0.0,0
9100962740,-0.18265885,0.088154,-0.0008055568,0.0,0.0,-0.0,0
9100973152,-0.18267289,0.08815382,-0.0008057058,0.0,0.0,-0.0,0
9100982703,-0.18267816,0.08815637,-0.0008055568,0.0,0.0,-0.0,0
9100993144,-0.18267739,0.088162005,-0.00080540776,0.0,0.0,-0.0,0
9101002814,-0.18267605,0.08816688,-0.0008055568,0.0,0.0,-0.0,0
9101013247,-0.18268931,0.08816631,-0.0008057058,0.0,0.0,-0.0,0
9101022931,-0.18269578,0.08816903,-0.0008060038,0.0,0.0,-0.0,0
9101032459,-0.18269575,0.088174485,-0.0008061528,0.0,0.0,-0.0,0
9101043062,-0.18269502,0.08816832,-0.0008058548,0.0,0.0,-0.0,0
9101053638,-0.18269393,0.0881681,-0.0008057058,0.0,0.0,-0.0,0
9101063216,-0.18270674,0.08816792,-0.0008058548,0.0,0.0,-0.0,0
9101072761,-0.1827322,0.08816207,-0.0008057058,0.0,0.0,-0.0,0
9101083126,-0.182746,0.08816187,-0.0008060038,0.0,0.0,-0.0,0
9101092569,-0.18274486,0.08816678,-0.0008061528,0.0,0.0,-0.0,0
9101103159,-0.18274328,0.08817212,-0.0008061528,0.0,0.0,-0.0,0
9101113637,-0.18275641,0.08817155,-0.0008058548,0.0,0.0,-0.0,0
9101124149,-0.18275532,0.088159576,-0.0008060038,0.0,0.0,-0.0,0
9101133105,-0.18274087,0.08815882,-0.0008055568,0.0,0.0,-0.0,0
9101142716,-0.18273953,0.0881637,-0.0008060038,0.0,0.0,-0.0,0
9101153020,-0.18275169,0.08817444,-0.0008060038,0.0,0.0,-0.0,0
9101163674,-0.18275622,0.08818225,-0.00080645084,0.0,0.0,-0.0,0
9101172915,-0.18275544,0.088187195,-0.00080630183,0.0,0.0,-0.0,0
9101184546,-0.18275443,0.0881934,-0.0008061528,0.0,0.0,-0.0,0
9101195039,-0.1827603,0.088183954,-0.00080630183,0.0,0.0,-0.0,0
9101202441,-0.18278006,0.08817942,-0.00080630183,0.0,0.0,-0.0,0
9101212882,-0.18279386,0.08817919,-0.00080630183,0.0,0.0,-0.0,0
9101223286,-0.18279365,0.08818513,-0.00080645084,0.0,0.0,-0.0,0
9101233782,-0.18280748,0.08818488,-0.00080659986,0.0,0.0,-0.0,0
9101243192,-0.18280661,0.08818991,-0.00080659986,0.0,0.0,-0.0,0
9101253661,-0.1828049,0.08819514,-0.00080659986,0.0,0.0,-0.0,0
9101262923,-0.18281639,0.08819458,-0.00080659986,0.0,0.0,-0.0,0
9101272630,-0.18283488,0.088191405,-0.00080674887,0.0,0.0,-0.0,0
9101283132,-0.1828331,0.08819666,-0.00080659986,0.0,0.0,-0.0,0
9101293472,-0.18283132,0.0882018,-0.00080674887,0.0,0.0,-0.0,0
9101303989,-0.18282956,0.08820701,-0.00080674887,0.0,0.0,-0.0,0
9101313368,-0.18282793,0.08821163,-0.00080674887,0.0,0.0,-0.0,0
9101322803,-0.18283962,0.08821104,-0.0008068979,0.0,0.0,-0.0,0
9101333155,-0.1828532,0.08821078,-0.0008068979,0.0,0.0,-0.0,0
9101343028,-0.18285216,0.088215984,-0.0008068979,0.0,0.0,-0.0,0
9101353710,-0.18285184,0.088222004,-0.0008071959,0.0,0.0,-0.0,0
9101364126,-0.18285075,0.0882275,-0.0008070469,0.0,0.0,-0.0,0
9101374738,-0.18287203,0.08822393,-0.0008068979,0.0,0.0,-0.0,0
9101383243,-0.18288313,0.088223666,-0.0008071959,0.0,0.0,-0.0,0
9101393673,-0.18288124,0.08822879,-0.0008073449,0.0,0.0,-0.0,0
9101404169,-0.1828801,0.08823432,-0.0008073449,0.0,0.0,-0.0,0
9101413612,-0.18290012,0.08823123,-0.0008073449,0.0,0.0,-0.0,0
9101422966,-0.1829247,0.088225394,-0.0008071959,0.0,0.0,-0.0,0
9101434528,-0.18295506,0.08821821,-0.0008073449,0.0,0.0,-0.0,0
9101445318,-0.18296057,0.08821451,-0.0008073449,0.0,0.0,-0.0,0
9101452746,-0.18296018,0.0882104,-0.0008071959,0.0,0.0,-0.0,0
9101463205,-0.18294431,0.0882101,-0.0008071959,0.0,0.0,-0.0,0
9101473653,-0.18292782,0.08819778,-0.0008068979,0.0,0.0,-0.0,0
9101484162,-0.18294065,0.08819155,-0.0008070469,0.0,0.0,-0.0,0
9101493594,-0.18293953,0.088196576,-0.0008070469,0.0,0.0,-0.0,0
9101504144,-0.18293822,0.08820217,-0.0008073449,0.0,0.0,-0.0,0
9101515494,-0.18293604,0.0882078,-0.0008071959,0.0,0.0,-0.0,0
9101523174,-0.18293455,0.08821157,-0.0008073449,0.0,0.0,-0.0,0
9101533773,-0.1829325,0.088216804,-0.0008071959,0.0,0.0,-0.0,0
9101544398,-0.18293126,0.08822242,-0.0008074939,0.0,0.0,-0.0,0
9101554911,-0.18295231,0.08821877,-0.00080764294,0.0,0.0,-0.0,0
9101563318,-0.18297437,0.088213556,-0.00080794096,0.0,0.0,-0.0,0
9101574048,-0.1829873,0.08821288,-0.0008073449,0.0,0.0,-0.0,0
9101583464,-0.18299937,0.08821261,-0.00080779195,0.0,0.0,-0.0,0
9101593927,-0.18300429,0.088215694,-0.0008073449,0.0,0.0,-0.0,0
9101603371,-0.18300371,0.088221006,-0.00080779195,0.0,0.0,-0.0,0
9101614144,-0.18300228,0.08822669,-0.0008074939,0.0,0.0,-0.0,0
9101624738,-0.1830154,0.08822617,-0.00080809,0.0,0.0,-0.0,0
9101633104,-0.18301429,0.088230595,-0.00080794096,0.0,0.0,-0.0,0
9101643600,-0.18301287,0.088236116,-0.00080779195,0.0,0.0,-0.0,0
9101654246,-0.18302718,0.08823612,-0.00080794096,0.0,0.0,-0.0,0
9101663631,-0.1830454,0.088233404,-0.00080809,0.0,0.0,-0.0,0
9101674146,-0.18305868,0.08823308,-0.0008074939,0.0,0.0,-0.0,0
9101685588,-0.18307231,0.08823229,-0.00080794096,0.0,0.0,-0.0,0
9101695053,-0.18308386,0.088231795,-0.000808388,0.0,0.0,-0.0,0
9101703493,-0.18309513,0.088231824,-0.00080794096,0.0,0.0,-0.0,0
9101713937,-0.18310833,0.0882315,-0.000808537,0.0,0.0,-0.0,0
9101724360,-0.18310668,0.08823698,-0.00080809,0.0,0.0,-0.0,0
9101734969,-0.18311955,0.0882364,-0.000808537,0.0,0.0,-0.0,0
9101743416,-0.18310645,0.088236146,-0.00080779195,0.0,0.0,-0.0,0
9101753910,-0.18310504,0.08822997,-0.00080794096,0.0,0.0,-0.0,0
9101765273,-0.18311036,0.08823359,-0.000808239,0.0,0.0,-0.0,0
9101773747,-0.18312104,0.08823333,-0.000808388,0.0,0.0,-0.0,0
9101784234,-0.18313336,0.088232614,-0.000808239,0.0,0.0,-0.0,0
9101794587,-0.18313096,0.08823769,-0.00080809,0.0,0.0,-0.0,0
9101805116,-0.1831376,0.088228144,-0.000808537,0.0,0.0,-0.0,0
9101813605,-0.18315955,0.088222854,-0.000808686,0.0,0.0,-0.0,0
9101824153,-0.1831867,0.08821628,-0.000808537,0.0,0.0,-0.0,0
9101834502,-0.18321334,0.08820985,-0.00080883503,0.0,0.0,-0.0,0
9101843975,-0.18323061,0.08820715,-0.000808537,0.0,0.0,-0.0,0
9101854474,-0.1832287,0.08821272,-0.000808388,0.0,0.0,-0.0,0
9101864875,-0.1832261,0.08821785,-0.000808388,0.0,0.0,-0.0,0
9101875359,-0.18323822,0.08821716,-0.00080883503,0.0,0.0,-0.0,0
9101883780,-0.18323669,0.08822162,-0.000808686,0.0,0.0,-0.0,0
9101894233,-0.18323483,0.08822712,-0.00080883503,0.0,0.0,-0.0,0
9101904850,-0.1832329,0.08823271,-0.000808537,0.0,0.0,-0.0,0
9101914208,-0.1832448,0.08823256,-0.00080913305,0.0,0.0,-0.0,0
9101923639,-0.18325639,0.08823227,-0.00080898404,0.0,0.0,-0.0,0
9101935221,-0.18328694,0.08822545,-0.00080883503,0.0,0.0,-0.0,0
9101945758,-0.18329215,0.08822815,-0.00080913305,0.0,0.0,-0.0,0
9101954165,-0.18328993,0.08823229,-0.00080898404,0.0,0.0,-0.0,0
9101964656,-0.18328714,0.088237405,-0.00080913305,0.0,0.0,-0.0,0
9101974062,-0.18328466,0.088242,-0.00080883503,0.0,0.0,-0.0,0
9101984539,-0.18329673,0.08824129,-0.0008094311,0.0,0.0,-0.0,0
9101994293,-0.18329415,0.08824604,-0.0008094311,0.0,0.0,-0.0,0
9102004782,-0.1833061,0.08824529,-0.00080928206,0.0,0.0,-0.0,0
9102016201,-0.18332759,0.08824191,-0.00080898404,0.0,0.0,-0.0,0
9102023549,-0.18332563,0.08824549,-0.0008094311,0.0,0.0,-0.0,0
9102034046,-0.1833368,0.08825627,-0.00080928206,0.0,0.0,-0.0,0
9102044518,-0.18334867,0.08826739,-0.0008095801,0.0,0.0,-0.0,0
9102054962,-0.1833469,0.08827296,-0.0008100271,0.0,0.0,-0.0,0
9102064322,-0.18334433,0.08827747,-0.0008094311,0.0,0.0,-0.0,0
9102074924,-0.18335634,0.08827665,-0.0008098781,0.0,0.0,-0.0,0
9102084339,-0.183367,0.08827594,-0.0008098781,0.0,0.0,-0.0,0
9102093726,-0.1833776,0.08827524,-0.0008094311,0.0,0.0,-0.0,0
9102104266,-0.18340357,0.088280104,-0.0008100271,0.0,0.0,-0.0,0
9102114663,-0.18344375,0.088279106,-0.0008100271,0.0,0.0,-0.0,0
9102126107,-0.18346396,0.08827529,-0.0008100271,0.0,0.0,-0.0,0
9102134734,-0.1834614,0.08827943,-0.00081047416,0.0,0.0,-0.0,0
9102144133,-0.1834586,0.08828395,-0.0008100271,0.0,0.0,-0.0,0
9102154666,-0.18345624,0.08828937,-0.00081032515,0.0,0.0,-0.0,0
9102165168,-0.18345389,0.08829476,-0.00081047416,0.0,0.0,-0.0,0
9102174564,-0.18343937,0.088294685,-0.00081047416,0.0,0.0,-0.0,0
9102186181,-0.18343778,0.08828807,-0.00081017613,0.0,0.0,-0.0,0
9102196811,-0.1834425,0.08829045,-0.00081017613,0.0,0.0,-0.0,0
9102204178,-0.18344088,0.08829424,-0.00081017613,0.0,0.0,-0.0,0
9102214615,-0.18345328,0.08829377,-0.00081017613,0.0,0.0,-0.0,0
9102224950,-0.18346477,0.08829295,-0.00081017613,0.0,0.0,-0.0,0
9102235465,-0.18346983,0.088294744,-0.00081047416,0.0,0.0,-0.0,0
9102244575,-0.18349272,0.08828892,-0.00081062317,0.0,0.0,-0.0,0
9102254653,-0.18351883,0.08828286,-0.0008109212,0.0,0.0,-0.0,0
9102266020,-0.18353876,0.0882794,-0.00081062317,0.0,0.0,-0.0,0
9102274068,-0.18353626,0.088283256,-0.0008107722,0.0,0.0,-0.0,0
9102284508,-0.18353304,0.08828828,-0.00081062317,0.0,0.0,-0.0,0
9102294952,-0.18352976,0.088281564,-0.00081032515,0.0,0.0,-0.0,0
9102305446,-0.18353567,0.08827861,-0.00081047416,0.0,0.0,-0.0,0
9102314442,-0.18354623,0.08827826,-0.00081047416,0.0,0.0,-0.0,0
9102324985,-0.18355615,0.0882886,-0.00081062317,0.0,0.0,-0.0,0
9102335333,-0.18356666,0.08829913,-0.0008107722,0.0,0.0,-0.0,0
9102344905,-0.18356395,0.088303834,-0.00081062317,0.0,0.0,-0.0,0
9102354527,-0.18354818,0.088303395,-0.0008109212,0.0,0.0,-0.0,0
9102364877,-0.1835168,0.08829717,-0.00081047416,0.0,0.0,-0.0,0
9102375794,-0.18349141,0.08829366,-0.00081062317,0.0,0.0,-0.0,0
9102385263,-0.18347543,0.08829293,-0.0008109212,0.0,0.0,-0.0,0
9102394686,-0.18347272,0.08828695,-0.00081047416,0.0,0.0,-0.0,0
9102405084,-0.18348423,0.08828613,-0.00081032515,0.0,0.0,-0.0,0
9102414715,-0.18348202,0.08829108,-0.00081017613,0.0,0.0,-0.0,0
9102425129,-0.18349433,0.08829063,-0.00081047416,0.0,0.0,-0.0,0
9102436570,-0.18352392,0.088283755,-0.00081047416,0.0,0.0,-0.0,0
9102446172,-0.18352798,0.088285595,-0.00081047416,0.0,0.0,-0.0,0
9102454584,-0.18353719,0.08828494,-0.00081047416,0.0,0.0,-0.0,0
9102465005,-0.18354934,0.08828446,-0.00081047416,0.0,0.0,-0.0,0
9102475441,-0.18357553,0.08828966,-0.00081062317,0.0,0.0,-0.0,0
9102484958,-0.18358544,0.088294476,-0.0008107722,0.0,0.0,-0.0,0
9102495009,-0.18358222,0.08829928,-0.0008109212,0.0,0.0,-0.0,0
9102505541,-0.18359366,0.08829844,-0.0008109212,0.0,0.0,-0.0,0
9102517215,-0.18359736,0.08828801,-0.0008109212,0.0,0.0,-0.0,0
9102524784,-0.18360552,0.088287406,-0.0008109212,0.0,0.0,-0.0,0
9102535316,-0.18361689,0.08828658,-0.0008107722,0.0,0.0,-0.0,0
9102545884,-0.18361421,0.08829201,-0.0008110702,0.0,0.0,-0.0,0
9102555530,-0.18363222,0.08828854,-0.0008110702,0.0,0.0,-0.0,0
9102564979,-0.18365568,0.08828255,-0.0008112192,0.0,0.0,-0.0,0
9102575530,-0.18368265,0.088276215,-0.0008110702,0.0,0.0,-0.0,0
9102585105,-0.18369436,0.08826542,-0.0008113682,0.0,0.0,-0.0,0
9102594664,-0.18369213,0.08826504,-0.0008112192,0.0,0.0,-0.0,0
9102605125,-0.18370323,0.08826426,-0.0008109212,0.0,0.0,-0.0,0
9102615964,-0.18371479,0.088263474,-0.0008113682,0.0,0.0,-0.0,0
9102625089,-0.18371162,0.08826788,-0.0008112192,0.0,0.0,-0.0,0
9102635694,-0.18370794,0.088273,-0.0008112192,0.0,0.0,-0.0,0
9102645149,-0.18370531,0.08827786,-0.00081151724,0.0,0.0,-0.0,0
9102655577,-0.18370324,0.08828361,-0.00081151724,0.0,0.0,-0.0,0
9102665707,-0.18370005,0.08828865,-0.0008113682,0.0,0.0,-0.0,0
9102675170,-0.18369678,0.088293165,-0.00081151724,0.0,0.0,-0.0,0
9102686537,-0.18369374,0.088299006,-0.0008113682,0.0,0.0,-0.0,0
9102697177,-0.18371277,0.08829546,-0.00081151724,0.0,0.0,-0.0,0
9102704654,-0.18373115,0.0882907,-0.00081151724,0.0,0.0,-0.0,0
9102715046,-0.18374217,0.08828988,-0.00081151724,0.0,0.0,-0.0,0
9102725438,-0.18375385,0.08828942,-0.0008113682,0.0,0.0,-0.0,0
9102735937,-0.18377286,0.08828644,-0.00081151724,0.0,0.0,-0.0,0
9102745553,-0.18378294,0.08828569,-0.00081166625,0.0,0.0,-0.0,0
9102755889,-0.18379377,0.088284895,-0.00081181526,0.0,0.0,-0.0,0
9102767533,-0.18378955,0.088290475,-0.00081166625,0.0,0.0,-0.0,0
9102775091,-0.18379688,0.08829817,-0.00081151724,0.0,0.0,-0.0,0
9102785587,-0.18380778,0.08830918,-0.0008119643,0.0,0.0,-0.0,0
9102795940,-0.18380472,0.088314466,-0.00081181526,0.0,0.0,-0.0,0
9102806466,-0.18380089,0.08831943,-0.0008121133,0.0,0.0,-0.0,0
9102815900,-0.18379746,0.08832389,-0.0008122623,0.0,0.0,-0.0,0
9102825705,-0.18380769,0.08832304,-0.0008122623,0.0,0.0,-0.0,0
9102837258,-0.1838277,0.08831931,-0.0008121133,0.0,0.0,-0.0,0
9102845734,-0.18383713,0.08831887,-0.0008124113,0.0,0.0,-0.0,0
9102855244,-0.18386038,0.088312775,-0.0008125603,0.0,0.0,-0.0,0
9102865642,-0.18388577,0.08830614,-0.0008124113,0.0,0.0,-0.0,0
9102877315,-0.18391415,0.08829868,-0.0008124113,0.0,0.0,-0.0,0
9102885803,-0.18393543,0.08829357,-0.0008122623,0.0,0.0,-0.0,0
9102895206,-0.18397155,0.08829297,-0.0008125603,0.0,0.0,-0.0,0
9102905847,-0.18398169,0.08829195,-0.00081285834,0.0,0.0,-0.0,0
9102915278,-0.18397221,0.08829424,-0.0008125603,0.0,0.0,-0.0,0
9102925718,-0.18396807,0.08829922,-0.0008125603,0.0,0.0,-0.0,0
9102937271,-0.18396345,0.08830472,-0.00081270933,0.0,0.0,-0.0,0
9102946776,-0.18396002,0.08830941,-0.0008124113,0.0,0.0,-0.0,0
9102956227,-0.18395695,0.08831421,-0.0008125603,0.0,0.0,-0.0,0
9102965645,-0.18395326,0.088318676,-0.00081285834,0.0,0.0,-0.0,0
9102976035,-0.1839499,0.08832395,-0.00081285834,0.0,0.0,-0.0,0
9102986625,-0.18396883,0.08833181,-0.00081270933,0.0,0.0,-0.0,0
9102996145,-0.18399256,0.08832601,-0.00081300735,0.0,0.0,-0.0,0
9103006494,-0.18403053,0.08832453,-0.0008133054,0.0,0.0,-0.0,0
9103017221,-0.18405527,0.08832374,-0.0008133054,0.0,0.0,-0.0,0
9103026039,-0.18406464,0.08832327,-0.00081315637,0.0,0.0,-0.0,0
9103036210,-0.18408985,0.08831711,-0.0008134544,0.0,0.0,-0.0,0
9103045734,-0.18409924,0.08831631,-0.0008136034,0.0,0.0,-0.0,0
9103056267,-0.18409553,0.08832167,-0.0008134544,0.0,0.0,-0.0,0
9103065646,-0.18409155,0.0883261,-0.00081300735,0.0,0.0,-0.0,0
9103076127,-0.18408789,0.08833139,-0.0008136034,0.0,0.0,-0.0,0
9103087554,-0.1840842,0.088337325,-0.0008134544,0.0,0.0,-0.0,0
9103096061,-0.18408129,0.08834161,-0.0008136034,0.0,0.0,-0.0,0
9103106613,-0.18409245,0.08834105,-0.0008133054,0.0,0.0,-0.0,0
9103115942,-0.1841155,0.088335335,-0.0008134544,0.0,0.0,-0.0,0
9103127449,-0.18411799,0.08833811,-0.0008137524,0.0,0.0,-0.0,0
9103135977,-0.18412633,0.08833735,-0.0008137524,0.0,0.0,-0.0,0
9103146372,-0.18415114,0.088330664,-0.0008134544,0.0,0.0,-0.0,0
9103156895,-0.18416137,0.08832975,-0.0008136034,0.0,0.0,-0.0,0
9103166351,-0.18415764,0.088334374,-0.00081405044,0.0,0.0,-0.0,0
9103175734,-0.18415421,0.08833912,-0.0008139014,0.0,0.0,-0.0,0
9103187435,-0.18414916,0.088344604,-0.00081419945,0.0,0.0,-0.0,0
9103197946,-0.18416645,0.088340886,-0.00081405044,0.0,0.0,-0.0,0
9103206269,-0.18417513,0.088340424,-0.0008139014,0.0,0.0,-0.0,0
9103215697,-0.1841585,0.08833991,-0.0008137524,0.0,0.0,-0.0,0
9103226114,-0.18413952,0.08833903,-0.0008139014,0.0,0.0,-0.0,0
9103236608,-0.18413572,0.08834431,-0.0008137524,0.0,0.0,-0.0,0
9103246064,-0.18414494,0.08834347,-0.0008137524,0.0,0.0,-0.0,0
9103256461,-0.18415585,0.08833124,-0.0008139014,0.0,0.0,-0.0,0
9103267991,-0.18419139,0.088327095,-0.0008137524,0.0,0.0,-0.0,0
9103276759,-0.18421286,0.088321745,-0.0008139014,0.0,0.0,-0.0,0
9103286154,-0.18423511,0.08831571,-0.00081405044,0.0,0.0,-0.0,0
9103296596,-0.1842606,0.0883094,-0.00081419945,0.0,0.0,-0.0,0
9103307074,-0.18426338,0.08831204,-0.0008137524,0.0,0.0,-0.0,0
9103316684,-0.18425973,0.08831695,-0.00081405044,0.0,0.0,-0.0,0
9103326995,-0.18425502,0.08832181,-0.00081405044,0.0,0.0,-0.0,0
9103337582,-0.18425018,0.0883268,-0.00081405044,0.0,0.0,-0.0,0
9103345986,-0.18424636,0.088330746,-0.00081419945,0.0,0.0,-0.0,0
9103356451,-0.18425712,0.088330194,-0.00081434846,0.0,0.0,-0.0,0
9103367047,-0.18426883,0.08833003,-0.0008146465,0.0,0.0,-0.0,0
9103377549,-0.18428719,0.08832607,-0.00081449747,0.0,0.0,-0.0,0
9103385927,-0.18429577,0.08832565,-0.00081449747,0.0,0.0,-0.0,0
9103396360,-0.18429172,0.088330954,-0.00081419945,0.0,0.0,-0.0,0
9103407082,-0.18430181,0.088330016,-0.00081449747,0.0,0.0,-0.0,0
9103416727,-0.18432485,0.088323995,-0.00081434846,0.0,0.0,-0.0,0
9103426070,-0.18435928,0.088323005,-0.00081449747,0.0,0.0,-0.0,0
9103437573,-0.18438445,0.088327795,-0.0008149445,0.0,0.0,-0.0,0
9103447555,-0.1844013,0.08832488,-0.0008146465,0.0,0.0,-0.0,0
9103455852,-0.18442132,0.08831982,-0.0008149445,0.0,0.0,-0.0,0
9103466433,-0.184431,0.08831892,-0.0008149445,0.0,0.0,-0.0,0
9103476891,-0.18442588,0.08832387,-0.0008149445,0.0,0.0,-0.0,0
9103486353,-0.18443385,0.08833343,-0.0008150935,0.0,0.0,-0.0,0
9103496877,-0.18442868,0.08833836,-0.0008149445,0.0,0.0,-0.0,0
9103507609,-0.18442342,0.08834338,-0.0008150935,0.0,0.0,-0.0,0
9103518418,-0.18441857,0.08834865,-0.0008150935,0.0,0.0,-0.0,0
9103526004,-0.1844154,0.08835243,-0.0008150935,0.0,0.0,-0.0,0
9103536826,-0.18441013,0.08835747,-0.0008152425,0.0,0.0,-0.0,0
9103547298,-0.18442059,0.08835688,-0.0008150935,0.0,0.0,-0.0,0
9103556824,-0.18444307,0.08835084,-0.0008152425,0.0,0.0,-0.0,0
9103567316,-0.18446743,0.08834407,-0.00081539154,0.0,0.0,-0.0,0
9103577333,-0.18449062,0.08833761,-0.0008152425,0.0,0.0,-0.0,0
9103587647,-0.18450738,0.08833376,-0.00081539154,0.0,0.0,-0.0,0
9103596139,-0.18450305,0.08833773,-0.0008152425,0.0,0.0,-0.0,0
9103606992,-0.18451285,0.08833677,-0.00081554055,0.0,0.0,-0.0,0
9103617561,-0.18452317,0.08833622,-0.0008152425,0.0,0.0,-0.0,0
9103627939,-0.18451893,0.08834161,-0.00081554055,0.0,0.0,-0.0,0
9103636332,-0.1845147,0.088345565,-0.00081539154,0.0,0.0,-0.0,0
9103646955,-0.1845093,0.088350505,-0.00081539154,0.0,0.0,-0.0,0
9103657353,-0.18450402,0.088355325,-0.00081539154,0.0,0.0,-0.0,0
9103666865,-0.18449917,0.088359736,-0.00081554055,0.0,0.0,-0.0,0
9103676982,-0.18449482,0.088364795,-0.00081539154,0.0,0.0,-0.0,0
9103688314,-0.18450594,0.08836415,-0.00081554055,0.0,0.0,-0.0,0
9103698001,-0.18451504,0.08836341,-0.00081568956,0.0,0.0,-0.0,0
9103706546,-0.18452331,0.08836289,-0.00081554055,0.0,0.0,-0.0,0
9103716993,-0.18453352,0.08836228,-0.00081568956,0.0,0.0,-0.0,0
9103727322,-0.18454358,0.08835012,-0.00081568956,0.0,0.0,-0.0,0
9103736850,-0.18453869,0.088349685,-0.00081554055,0.0,0.0,-0.0,0
9103747067,-0.18453346,0.088354446,-0.00081554055,0.0,0.0,-0.0,0
9103757433,-0.18452814,0.088359244,-0.00081568956,0.0,0.0,-0.0,0
9103767930,-0.18453838,0.08835865,-0.0008158386,0.0,0.0,-0.0,0
9103776353,-0.18453407,0.08836257,-0.0008159876,0.0,0.0,-0.0,0
9103786921,-0.1845294,0.088367805,-0.00081554055,0.0,0.0,-0.0,0
9103797363,-0.18453878,0.08837868,-0.0008159876,0.0,0.0,-0.0,0
9103807932,-0.18453933,0.088385954,-0.0008159876,0.0,0.0,-0.0,0
9103817370,-0.18454778,0.08838503,-0.0008159876,0.0,0.0,-0.0,0
9103827878,-0.18457201,0.08837815,-0.0008161366,0.0,0.0,-0.0,0
9103838275,-0.18459587,0.08837136,-0.0008164346,0.0,0.0,-0.0,0
9103846711,-0.18461516,0.088365875,-0.0008161366,0.0,0.0,-0.0,0
9103857165,-0.18463819,0.08835868,-0.0008164346,0.0,0.0,-0.0,0
9103867765,-0.18464737,0.08835767,-0.0008162856,0.0,0.0,-0.0,0
9103878296,-0.18464284,0.08836309,-0.0008162856,0.0,0.0,-0.0,0
9103887735,-0.18463787,0.0883675,-0.0008161366,0.0,0.0,-0.0,0
9103897136,-0.18463351,0.08837217,-0.0008164346,0.0,0.0,-0.0,0
9103907554,-0.1846287,0.08837735,-0.0008162856,0.0,0.0,-0.0,0
9103917137,-0.18462466,0.088382274,-0.0008161366,0.0,0.0,-0.0,0
9103927488,-0.18463534,0.088382,-0.0008162856,0.0,0.0,-0.0,0
9103939036,-0.18466257,0.08837483,-0.0008164346,0.0,0.0,-0.0,0
9103946449,-0.18466958,0.08836607,-0.0008164346,0.0,0.0,-0.0,0
9103957092,-0.18470153,0.08836229,-0.0008164346,0.0,0.0,-0.0,0
9103967508,-0.18471129,0.08836168,-0.00081673265,0.0,0.0,-0.0,0
9103977933,-0.18470559,0.08836651,-0.0008164346,0.0,0.0,-0.0,0
9103987351,-0.184713,0.088369966,-0.0008164346,0.0,0.0,-0.0,0
