timestamp,noutputs,output[0],output[1],output[2],output[3],output[4],output[5],output[6],output[7],output[8],output[9],output[10],output[11],output[12],output[13],output[14],output[15]
9130288503,16,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1159.0,1117.0,1042.0,1081.0,1000.0,1000.0,1000.0,1000.0
9130388451,16,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1143.0,1063.0,1050.0,1143.0,1000.0,1000.0,1000.0,1000.0
9130488525,16,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1040.0,1157.0,1157.0,1040.0,1000.0,1000.0,1000.0,1000.0
9130588518,16,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1040.0,1157.0,1157.0,1040.0,1000.0,1000.0,1000.0,1000.0
9130688456,16,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1040.0,1157.0,1157.0,1040.0,1000.0,1000.0,1000.0,1000.0
9130788490,16,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1079.0,1157.0,1123.0,1040.0,1000.0,1000.0,1000.0,1000.0
9130888454,16,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1040.0,1157.0,1157.0,1040.0,1000.0,1000.0,1000.0,1000.0
9130988449,16,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1070.0,1144.0,1130.0,1057.0,1000.0,1000.0,1000.0,1000.0
9131088451,16,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1096.0,1124.0,1109.0,1074.0,1000.0,1000.0,1000.0,1000.0
9131188449,16,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1157.0,1040.0,1040.0,1157.0,1000.0,1000.0,1000.0,1000.0
9131288451,16,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1113.0,1127.0,1084.0,1079.0,1000.0,1000.0,1000.0,1000.0
9131388461,16,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1119.0,1087.0,1062.0,1134.0,1000.0,1000.0,1000.0,1000.0
9131488448,16,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1124.0,1131.0,1064.0,1084.0,1000.0,1000.0,1000.0,1000.0
9131588450,16,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1147.0,1146.0,1040.0,1066.0,1000.0,1000.0,1000.0,1000.0
9131688547,16,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1108.0,1088.0,1156.0,1049.0,1000.0,1000.0,1000.0,1000.0
9131788454,16,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1125.0,1121.0,1040.0,1116.0,1000.0,1000.0,1000.0,1000.0
9131888460,16,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1089.0,1147.0,1116.0,1049.0,1000.0,1000.0,1000.0,1000.0
9131988454,16,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1151.0,1100.0,1080.0,1071.0,1000.0,1000.0,1000.0,1000.0
9132088455,16,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1157.0,1069.0,1040.0,1132.0,1000.0,1000.0,1000.0,1000.0
