timestamp,timestamp_sample,device_id,magnetometer_ga[0],magnetometer_ga[1],magnetometer_ga[2],calibration_count
9103298536,9103233823,15728642,0.02005736,0.022165075,0.07197116,0
9103309002,9103304577,15728642,0.018119615,0.013700188,0.074999996,0
9103439499,9103373968,15728642,0.023524903,0.023728864,0.07629808,0
9103449445,9103443796,15728642,0.038006995,0.031819798,0.059375,0
9103578931,9103514128,15728642,0.025462652,0.024034826,0.07192308,0
9103589698,9103584034,15728642,0.023422917,0.014584073,0.079375,0
9103718899,9103654443,15728642,0.02043131,0.021723134,0.07524039,0
9103729298,9103724561,15728642,0.026516508,0.017677665,0.07875,0
9103859103,9103794655,15728642,0.02213109,0.02219907,0.078942314,0
9103869712,9103864951,15728642,0.023422917,0.014584073,0.079375,0
9103999734,9103934913,15728642,0.022912983,0.02134918,0.07610577,0
9104010135,9104004807,15728642,0.019887382,0.025190674,0.074999996,0
9104139971,9104075092,15728642,0.023184948,0.020125344,0.07581731,0
9104149340,9104145107,15728642,0.025190681,0.026074557,0.083124995,0
9104279543,9104215105,15728642,0.018051624,0.018391572,0.07634615,0
9104289971,9104285025,15728642,0.010164663,0.022539023,0.074999996,0
9104419220,9104355539,15728642,0.022471044,0.021247195,0.076875,0
9104429794,9104425550,15728642,0.015909906,0.015909897,0.074999996,0
9104560045,9104495839,15728642,0.022301065,0.023592886,0.07615384,0
9104570540,9104565810,15728642,0.019003497,0.019887373,0.067499995,0
9104700464,9104635989,15728642,0.01832359,0.020635273,0.07802885,0
9104710411,9104706375,15728642,0.015909905,0.030052032,0.066874996,0
9104842075,9104776135,15728642,0.024034834,0.022267058,0.07533654,0
9104850527,9104846076,15728642,0.0243068,0.019887373,0.083124995,0
9104983507,9104916451,15728642,0.022641018,0.02325293,0.07461539,0
9104990837,9104987003,15728642,0.013258257,0.026516499,0.070625,0
9105121290,9105056521,15728642,0.02189312,0.027468376,0.07399038,0
9105131376,9105126814,15728642,0.027400391,0.023864849,0.07875,0
9105262096,9105196922,15728642,0.019241469,0.02257302,0.07471154,0
9105272149,9105266568,15728642,0.021213207,0.016793782,0.083124995,0
9105402035,9105336885,15728642,0.019751403,0.020703265,0.07807692,0
9105413547,9105406823,15728642,0.027400391,0.023864849,0.07875,0
9105542741,9105477293,15728642,0.025224682,0.022912975,0.07100962,0
9105552335,9105547384,15728642,0.015026025,0.038006984,0.074374996,0
9105681641,9105617429,15728642,0.024714744,0.02621054,0.07610577,0
9105693121,9105687584,15728642,0.0296101,0.020771256,0.086875,0
9105821701,9105757718,15728642,0.020023365,0.023150945,0.07370193,0
9105832132,9105827868,15728642,0.013258258,0.025632614,0.094375,0
9105962530,9105898030,15728642,0.018867517,0.020295322,0.07528847,0
9105972992,9105968062,15728642,0.02209709,0.022980966,0.074999996,0
9106102981,9106038190,15728642,0.018595552,0.020499295,0.075576924,0
9106112394,9106107965,15728642,0.031377867,0.019003488,0.07875,0
9106242740,9106178374,15728642,0.021145219,0.01856155,0.07735577,0
9106253089,9106248159,15728642,0.01414214,0.018561548,0.067499995,0
9106383345,9106318605,15728642,0.019887384,0.020159338,0.07317308,0
9106392760,9106388936,15728642,0.019887382,0.025190674,0.082499996,0
9106524119,9106458785,15728642,0.019785395,0.019785387,0.07783654,0
9106533577,9106529338,15728642,0.04154253,0.021213198,0.07125,0
9106664551,9106599077,15728642,0.024680752,0.022369046,0.0758173,0
9106673124,9106668902,15728642,0.01679379,0.022097081,0.067499995,0
9106805726,9106739057,15728642,0.02151917,0.021519158,0.073509626,0
9106813216,9106809385,15728642,0.03226175,0.025190674,0.067499995,0
9106945305,9106879530,15728642,0.020941244,0.022505028,0.07860577,0
9106954860,9106950407,15728642,0.01414214,0.018561548,0.074999996,0
9107084629,9107019717,15728642,0.0243068,0.025122685,0.076586545,0
9107095138,9107090355,15728642,0.03535534,0.028284265,0.07875,0
9107225137,9107160090,15728642,0.02444278,0.02607456,0.07514423,0
9107235631,9107229794,15728642,0.018119615,0.013700188,0.07875,0
9107364968,9107300017,15728642,0.021417178,0.02141717,0.07841347,0
9107376529,9107369891,15728642,0.0243068,0.020771258,0.070625,0
9107504411,9107440179,15728642,0.023286933,0.026142547,0.076105766,0
9107515035,9107510501,15728642,0.021213207,0.01679378,0.086875,0
9107644987,9107580630,15728642,0.021179212,0.022471033,0.07317307,0
9107655416,9107650859,15728642,0.027400391,0.022980964,0.091249995,0
9107785251,9107720588,15728642,0.017303724,0.019955365,0.07596154,0
9107795677,9107790938,15728642,0.017235732,0.035797276,0.074374996,0
9107925442,9107860940,15728642,0.02165515,0.021247193,0.075625,0
9107935915,9107930940,15728642,0.0243068,0.019887373,0.07875,0
9108066451,9108001168,15728642,0.021927115,0.020839248,0.07745193,0
9108076627,9108071279,15728642,0.018119615,0.013700188,0.074999996,0
9108205253,9108141435,15728642,0.019343454,0.020431304,0.07206731,0
9108215724,9108211299,15728642,0.019003497,0.019887373,0.067499995,0
9108346692,9108281641,15728642,0.02022734,0.023830853,0.078365386,0
9108356159,9108352119,15728642,0.030493984,0.032261744,0.082499996,0
9108487640,9108421791,15728642,0.021179212,0.018391572,0.0773077,0
9108496103,9108491631,15728642,0.019887382,0.025190674,0.07125,0
9108628438,9108562111,15728642,0.024306798,0.023898846,0.07475962,0
9108635929,9108632262,15728642,0.023422915,0.028726207,0.07125,0
9108768533,9108702257,15728642,0.016453834,0.022980964,0.07649039,0
9108776962,9108772516,15728642,0.019887382,0.025190674,0.07125,0
9108906957,9108842469,15728642,0.018153612,0.022097081,0.075625,0
9108917540,9108912957,15728642,0.007954955,0.025632614,0.063125,0
9109047616,9108982857,15728642,0.0220291,0.025088686,0.075528845,0
9109058107,9109052574,15728642,0.030493984,0.026958441,0.07875,0
9109187976,9109122870,15728642,0.019343454,0.01961541,0.07370192,0
9109199426,9109193001,15728642,0.027400391,0.023864849,0.074999996,0
9109327929,9109263188,15728642,0.017847652,0.021315183,0.076009616,0
9109338323,9109333362,15728642,0.022097094,0.02209708,0.098749995,0
9109457626,9109400399,15728642,0.018451072,0.02073443,0.07572916,0
9109478658,9109468570,15728642,0.02474874,0.023422908,0.07875,0
9109597918,9109538622,15728642,0.027879164,0.024711903,0.07671875,0
9109618802,9109608569,15728642,0.015026023,0.023864849,0.07875,0
9109738111,9109678843,15728642,0.024454113,0.025117017,0.073437504,0
9109759194,9109748863,15728642,0.024969712,0.025853585,0.073125,0
9109879967,9109819137,15728642,0.01996104,0.023128279,0.07822916,0
9109898976,9109888896,15728642,0.027842332,0.026516499,0.07875,0
9110019953,9109959292,15728642,0.022097092,0.0254853,0.08510417,0
9110038868,9110029267,15728642,0.026737478,0.028063295,0.075,0
9110159313,9110099487,15728642,0.021912947,0.026037728,0.07989584,0
9110179490,9110169529,15728642,0.019445442,0.026074557,0.0846875,0
9110298961,9110239613,15728642,0.026553337,0.027805496,0.0906771,0
9110318931,9110310068,15728642,0.030935925,0.02961009,0.0925,0
9110439254,9110379894,15728642,0.038448937,0.038964525,0.09218751,0
9110459337,9110449742,15728642,0.047729716,0.051265236,0.088125,0
9110580573,9110520280,15728642,0.053769574,0.05384323,0.09244792,0
9110599633,9110589957,15728642,0.051928155,0.046624847,0.074374996,0
9110720276,9110660455,15728642,0.056752693,0.059919935,0.08776041,0
9110740157,9110730550,15728642,0.057231456,0.059441157,0.091875,0
9110860149,9110800586,15728642,0.059220202,0.058336303,0.0896875,0
9110880065,9110870618,15728642,0.06032505,0.055905625,0.090624996,0
9111000130,9110940616,15728642,0.06021457,0.06021456,0.08619791,0
9111021295,9111010858,15728642,0.064965434,0.06054601,0.098124996,0
9111140413,9111080959,15728642,0.05494809,0.055831976,0.09218751,0
9111162323,9111150904,15728642,0.05259107,0.05877824,0.098124996,0
9111281102,9111221235,15728642,0.049571134,0.04507805,0.09432292,0
9111300932,9111291211,15728642,0.048613593,0.0424264,0.1003125,0
9111420596,9111361387,15728642,0.044636115,0.04198446,0.09791666,0
9111441158,9111431152,15728642,0.05016039,0.04441514,0.09625,0
9111560764,9111501682,15728642,0.04157936,0.031488344,0.096562505,0
9111581858,9111571541,15728642,0.031377867,0.025190672,0.09468749,0
9111702189,9111641910,15728642,0.03406635,0.027289895,0.096875004,0
9111721537,9111712705,15728642,0.025411654,0.025853587,0.0925,0
9111842990,9111782031,15728642,0.030751787,0.029720575,0.08979167,0
9111861811,9111851909,15728642,0.033145636,0.043752223,0.0925,0
9111983683,9111922303,15728642,0.021691978,0.031267375,0.08557291,0
9112001551,9111992241,15728642,0.021876121,0.0333666,0.086875,0
9112122330,9112062550,15728642,0.023938514,0.03734407,0.08651041,0
9112142558,9112132398,15728642,0.023864858,0.030935913,0.0925,0
9112262584,9112202691,15728642,0.020587124,0.039148666,0.08296874,0
9112282329,9112273496,15728642,0.0296101,0.03756504,0.0865625,0
9112402882,9112342873,15728642,0.021102725,0.033698052,0.08536458,0
9112422816,9112412731,15728642,0.013700197,0.036239214,0.074375,0
9112543139,9112483203,15728642,0.021397352,0.033256114,0.08036458,0
9112563456,9112553374,15728642,0.027621362,0.033366594,0.080625,0
9112683049,9112623432,15728642,0.022502206,0.03568679,0.07505208,0
9112702961,9112693562,15728642,0.017456703,0.035576303,0.074374996,0
9112822879,9112763586,15728642,0.022686347,0.0376387,0.08015625,0
9112843376,9112833831,15728642,0.013258257,0.033145625,0.082499996,0
9112963847,9112903894,15728642,0.01970324,0.040548153,0.08286458,0
9112983156,9112974193,15728642,0.022980977,0.031819798,0.09625,0
9113105631,9113043955,15728642,0.019887384,0.030125689,0.09828125,0
9113124543,9113113677,15728642,0.030052043,0.039774753,0.094375,0
9113244203,9113184175,15728642,0.03837528,0.061061613,0.09848958,0
9113264202,9113254847,15728642,0.04485709,0.07756077,0.1053125,0
9113384430,9113325003,15728642,0.05748926,0.09652744,0.10604166,0
9113404235,9113394528,15728642,0.07004777,0.116893575,0.1121875,0
9113524346,9113464701,15728642,0.07859197,0.13405566,0.11479166,0
9113544533,9113534471,15728642,0.09391263,0.14694561,0.105937496,0
9113664957,9113604904,15728642,0.08713618,0.15062846,0.108020835,0
9113685117,9113675163,15728642,0.08264311,0.1431891,0.1040625,0
9113805745,9113744988,15728642,0.08651011,0.13888018,0.116770834,0
9113824569,9113814954,15728642,0.08175923,0.12993085,0.121562496,0
9113946144,9113885465,15728642,0.08157509,0.12562191,0.12354165,0
9113965033,9113955581,15728642,0.08021243,0.12131299,0.13374999,0
9114085258,9114025512,15728642,0.07152091,0.10569772,0.13802083,0
9114105245,9114095384,15728642,0.0592202,0.09766911,0.13999999,0
9114225819,9114165881,15728642,0.051670365,0.09078219,0.14223959,0
9114245818,9114236439,15728642,0.05612661,0.09192387,0.1321875,0
9114365851,9114305972,15728642,0.041947648,0.086878374,0.14124998,0
9114384725,9114375792,15728642,0.031819817,0.08220115,0.14406249,0
9114506143,9114446300,15728642,0.029315477,0.08809371,0.14281249,0
9114525191,9114516167,15728642,0.040216707,0.09943688,0.138125,0
9114645535,9114586372,15728642,0.035134375,0.10289877,0.13640626,0
9114666540,9114656742,15728642,0.039553795,0.11468387,0.1434375,0
9114785875,9114726849,15728642,0.041247904,0.11770381,0.13291666,0
9114806741,9114796921,15728642,0.042426415,0.118440375,0.1259375,0
9114925845,9114866862,15728642,0.03310881,0.109933004,0.13421877,0
9114948132,9114937027,15728642,0.021434182,0.094354555,0.135625,0
9115066063,9115007272,15728642,0.019961044,0.08941954,0.1434375,0
9115089005,9115077182,15728642,0.019224474,0.0939126,0.14750001,0
9115206679,9115147242,15728642,0.022097094,0.085884005,0.1409375,0
9115227246,9115217798,15728642,0.021655153,0.087504454,0.15187499,0
9115347203,9115287643,15728642,0.024233146,0.08080167,0.14015624,0
9115367113,9115357501,15728642,0.025190689,0.079991445,0.141875,0
9115487734,9115427684,15728642,0.029536447,0.0752774,0.1411979,0
9115507584,9115498182,15728642,0.029168162,0.06805901,0.13843751,0
9115628814,9115568503,15728642,0.0427947,0.06938484,0.13661458,0
9115648209,9115638215,15728642,0.044415154,0.06474445,0.1290625,0
9115769532,9115708219,15728642,0.045740977,0.06562834,0.13744791,0
9115787357,9115778141,15728642,0.0433103,0.065407366,0.1365625,0
9115910348,9115848650,15728642,0.052591078,0.061798178,0.13947916,0
9115928098,9115918395,15728642,0.05457981,0.062092803,0.1290625,0
9116048542,9115988496,15728642,0.05539004,0.07115261,0.14328125,0
9116071699,9116059553,15728642,0.058778264,0.078223675,0.1365625,0
9116188135,9116128824,15728642,0.05925703,0.090045616,0.13729167,0
9116208101,9116198814,15728642,0.06209282,0.10098367,0.134375,0
9116329370,9116269063,15728642,0.06227697,0.10271462,0.13395834,0
9116348275,9116339097,15728642,0.05988311,0.1076128,0.124375,0
9116469197,9116409187,15728642,0.0687956,0.10989617,0.1240625,0
9116489207,9116479598,15728642,0.071815535,0.11468387,0.12406249,0
9116608492,9116549422,15728642,0.07093166,0.1166726,0.12203126,0
9116629538,9116619835,15728642,0.0629767,0.111148335,0.128125,0
9116748906,9116689840,15728642,0.06691736,0.115604594,0.120104164,0
9116770959,9116759691,15728642,0.062755734,0.11092736,0.12593749,0
9116889854,9116829911,15728642,0.06478129,0.11449973,0.1250521,0
9116910707,9116899881,15728642,0.06496544,0.10871765,0.1378125,0
9117029793,9116970293,15728642,0.0589624,0.105955526,0.13171874,0
9117049863,9117040134,15728642,0.062313795,0.10783377,0.13562499,0
9117169951,9117110319,15728642,0.051302083,0.0914451,0.14104167,0
9117189944,9117180713,15728642,0.048392627,0.08993513,0.1384375,0
9117310048,9117250504,15728642,0.039922073,0.082716756,0.14145832,0
9117331139,9117320559,15728642,0.038007,0.0848528,0.138125,0
9117450946,9117390941,15728642,0.035429005,0.08146459,0.1369271,0
9117470851,9117460859,15728642,0.03623923,0.08043338,0.1403125,0
9117591949,9117531136,15728642,0.035392176,0.08562621,0.13088542,0
9117610792,9117600883,15728642,0.042426415,0.09766911,0.12625,0
9117732559,9117671286,15728642,0.041137416,0.092623614,0.13083334,0
9117750539,9117741591,15728642,0.052591078,0.09899494,0.12625,0
9117871523,9117811480,15728642,0.054322015,0.10396679,0.13234374,0
9117890926,9117881749,15728642,0.055021755,0.116451636,0.122187495,0
9118010997,9117951570,15728642,0.05608978,0.11354219,0.12770833,0
9118033459,9118021998,15728642,0.0645235,0.1197662,0.12375,0
9118151928,9118092033,15728642,0.07155773,0.12540096,0.11927083,0
9118170845,9118161795,15728642,0.07866563,0.12727919,0.111875,0
9118291661,9118232072,15728642,0.07479864,0.13121986,0.12010418,0
9118311846,9118302094,15728642,0.070047766,0.12396464,0.11,0
9118432237,9118372357,15728642,0.07420939,0.12878919,0.11578125,0
9118452123,9118442618,15728642,0.068059035,0.12860502,0.12968749,0
9118571928,9118512505,15728642,0.06161405,0.11265831,0.12598959,0
9118592799,9118583010,15728642,0.049718454,0.096122324,0.13624999,0
9118712169,9118652804,15728642,0.053290814,0.09660109,0.13744792,0
9118733240,9118722819,15728642,0.043089326,0.085957654,0.1421875,0
9118852727,9118792894,15728642,0.041910812,0.08087532,0.14229167,0
9118873583,9118862953,15728642,0.044415154,0.070931636,0.1446875,0
9118992495,9118933180,15728642,0.030309847,0.07155772,0.14104167,0
9119013507,9119003296,15728642,0.022760008,0.065186396,0.1503125,0
9119132588,9119073430,15728642,0.028578905,0.06864828,0.14677083,0
9119153553,9119143562,15728642,0.03049399,0.076455906,0.14656249,0
9119273049,9119213657,15728642,0.045262214,0.09579086,0.134375,0
9119293529,9119283763,15728642,0.05789437,0.10960153,0.141875,0
9119415395,9119353856,15728642,0.055279553,0.10912277,0.13749999,0
9119433612,9119424074,15728642,0.04927651,0.092586786,0.13999999,0
9119554569,9119494011,15728642,0.05273839,0.09332335,0.14338543,0
9119573398,9119563857,15728642,0.055684663,0.08838834,0.14625,0
9119695237,9119634297,15728642,0.05255425,0.08798322,0.14260416,0
9119714308,9119704403,15728642,0.060987964,0.08927222,0.14406249,0
9119833843,9119774601,15728642,0.051081102,0.08547889,0.14828123,0
9119854040,9119844267,15728642,0.042868357,0.0720365,0.144375,0
9119974707,9119914572,15728642,0.022833664,0.06901655,0.1521875,0
9119994614,9119984699,15728642,-0.0006629019,0.047950666,0.14875,0
9120114410,9120054867,15728642,-0.00011047543,0.052554227,0.15130208,0
9120134326,9120124858,15728642,-0.00773397,0.049718436,0.1525,0
9120255470,9120195189,15728642,-0.017051576,0.04813481,0.14130208,0
9120274687,9120265455,15728642,-0.018561542,0.0446361,0.1484375,0
9120394537,9120335370,15728642,-0.021581478,0.049423806,0.1428125,0
9120414639,9120405599,15728642,-0.0137001835,0.0499394,0.15031248,0
9120535559,9120475457,15728642,0.0023202018,0.060877457,0.14270833,0
9120555500,9120546021,15728642,0.0075130183,0.062313773,0.14625,0
9120677509,9120615822,15728642,0.01881936,0.067580245,0.1446875,0
9120696471,9120685750,15728642,0.026737483,0.060325034,0.146875,0
9120815283,9120756046,15728642,0.036828488,0.07336232,0.14921874,0
9120837221,9120826101,15728642,0.03866991,0.07358329,0.1640625,0
9120956288,9120896082,15728642,0.044157352,0.069716305,0.14953125,0
9120975996,9120966315,15728642,0.037344083,0.065186396,0.15843749,0
9121095203,9121036362,15728642,0.038780395,0.06632808,0.15203127,0
9121116063,9121106410,15728642,0.02342292,0.05391688,0.160625,0
9121235725,9121176608,15728642,0.015652113,0.04563047,0.15088542,0
9121256814,9121246840,15728642,0.0088388445,0.03314562,0.15312499,0
9121376734,9121316807,15728642,-0.0052664634,0.028910344,0.15031251,0
9121396541,9121387040,15728642,-0.019666398,0.02275999,0.1390625,0
9121517934,9121457149,15728642,-0.022207562,0.028468406,0.14390624,0
9121537035,9121527080,15728642,-0.013700185,0.04596193,0.1365625,0
9121657892,9121597558,15728642,-0.027621351,0.04014303,0.1397396,0
9121676778,9121667354,15728642,-0.02298096,0.05391688,0.1346875,0
9121797880,9121737540,15728642,0.0013994913,0.057599723,0.14848958,0
9121818850,9121807904,15728642,0.018119618,0.060104065,0.1484375,0
9121937521,9121877832,15728642,0.027879167,0.074651316,0.15302083,0
9121957510,9121948464,15728642,0.035134375,0.07181552,0.15437499,0
9122077450,9122018393,15728642,0.043457612,0.07292038,0.16208333,0
9122097322,9122087983,15728642,0.050381362,0.06982678,0.15843749,0
9122218160,9122158294,15728642,0.044599295,0.073914744,0.16369791,0
9122237223,9122228382,15728642,0.030935932,0.062313773,0.15437499,0
9122358039,9122298366,15728642,0.009943699,0.047803354,0.16057292,0
9122377984,9122368563,15728642,-0.007954941,0.025632609,0.156875,0
9122497813,9122439068,15728642,-0.024085812,0.021139538,0.15546876,0
9122518964,9122509087,15728642,-0.036460184,0.0148050375,0.15875,0
9122642039,9122579696,15728642,-0.045225363,0.0016941003,0.1463542,0
9122659789,9122650194,15728642,-0.06341863,-0.005524279,0.14156249,0
9122778546,9122719224,15728642,-0.05759973,-0.0061871926,0.14510417,0
9122800453,9122788917,15728642,-0.053474937,0.00044193398,0.15125,0
9122921970,9122859186,15728642,-0.03292465,0.0191508,0.15197916,0
9122940984,9122929536,15728642,-0.016351834,0.02563261,0.155,0
9123058766,9122999616,15728642,-0.010569764,0.045556813,0.15515624,0
9123079720,9123069566,15728642,0.00044195005,0.06408154,0.15031248,0
9123199557,9123139785,15728642,0.0058925655,0.06960581,0.15052083,0
9123219374,9123209946,15728642,0.020992242,0.08463183,0.15187499,0
9123340375,9123280115,15728642,0.02471192,0.083416484,0.1528125,0
9123359307,9123350341,15728642,0.029831078,0.08728348,0.14999999,0
9123480974,9123420062,15728642,0.027253082,0.08500011,0.15166667,0
9123499955,9123490025,15728642,0.034029525,0.089272216,0.1534375,0
9123620461,9123560433,15728642,0.031083245,0.08065435,0.15505207,0
9123640374,9123630440,15728642,0.01789865,0.056789503,0.15843749,0
9123760764,9123700595,15728642,0.014436773,0.054506138,0.16104166,0
9123779750,9123770751,15728642,0.009059815,0.047066785,0.1528125,0
9123901250,9123840894,15728642,0.0006260948,0.046440702,0.15994792,0
9123921214,9123911693,15728642,-0.00088387355,0.054800764,0.1603125,0
9124041153,9123981066,15728642,-0.0026516402,0.045667302,0.15953124,0
9124060051,9124050991,15728642,0.003977486,0.053032994,0.1603125,0
9124180812,9124121277,15728642,0.013994832,0.05465346,0.15864582,0
9124200743,9124191326,15728642,0.020992242,0.056347556,0.158125,0
9124321714,9124261559,15728642,0.028652562,0.054358818,0.16203125,0
9124341633,9124331837,15728642,0.031819813,0.05391688,0.160625,0
9124461537,9124401756,15728642,0.038964536,0.057894357,0.16265625,0
9124481506,9124471829,15728642,0.0433103,0.054358818,0.1684375,0
9124601869,9124541938,15728642,0.038301628,0.056273904,0.15927084,0
9124623134,9124612629,15728642,0.034029525,0.05126523,0.1703125,0
9124742015,9124682264,15728642,0.01590991,0.05399054,0.15520832,0
9124763411,9124752176,15728642,0.005524283,0.047508724,0.16843751,0
9124882031,9124822539,15728642,-0.0029094394,0.051817663,0.15718749,0
9124901822,9124892504,15728642,-0.0114904735,0.050381348,0.158125,0
9125021783,9124962706,15728642,-0.016094036,0.049976237,0.15984376,0
9125042096,9125032587,15728642,-0.020329308,0.060987946,0.15625,0
9125161897,9125102737,15728642,-0.01937177,0.04765604,0.15963542,0
9125182881,9125173031,15728642,-0.012595329,0.041321546,0.1565625,0
9125303276,9125243108,15728642,-0.00434575,0.050528668,0.1628125,0
9125323127,9125313240,15728642,0.008396903,0.050823286,0.1625,0
9125443493,9125383542,15728642,0.015283829,0.051817656,0.15947917,0
9125462323,9125453349,15728642,0.02563263,0.047287755,0.15687498,0
9125584836,9125523570,15728642,0.031046417,0.056237068,0.15822917,0
9125602990,9125593505,15728642,0.030714959,0.055463675,0.1565625,0
9125723506,9125663730,15728642,0.023864863,0.048613586,0.15723959,0
9125743443,9125733619,15728642,0.011048552,0.04065863,0.1509375,0
9125863504,9125803866,15728642,0.004087971,0.032445878,0.1590625,0
9125883436,9125874364,15728642,-0.0019887276,0.018340573,0.1671875,0
9126004119,9125944012,15728642,-0.0075866557,0.002430669,0.16848958,0
9126023799,9126014234,15728642,-0.006629115,-0.018119622,0.17375,0
9126144354,9126084514,15728642,0.00018415318,3.6817743e-05,0.17395835,0
9126164024,9126154431,15728642,0.0041984566,0.008175911,0.1653125,0
9126284145,9126224609,15728642,0.0013258357,0.019445427,0.1675521,0
9126303937,9126294639,15728642,0.017898649,0.02541164,0.17656249,0
9126424726,9126364754,15728642,0.013295091,0.041579336,0.16494793,0
9126445800,9126434615,15728642,0.013479233,0.05502174,0.154375,0
9126564786,9126504916,15728642,0.024122663,0.07155773,0.15359373,0
9126585839,9126575075,15728642,0.022760008,0.07888658,0.161875,0
9126704380,9126645104,15728642,0.026185058,0.08606815,0.14432292,0
9126726318,9126715053,15728642,0.026737483,0.08816736,0.1478125,0
9126845029,9126785398,15728642,0.02651651,0.09000879,0.14510417,0
9126865094,9126855554,15728642,0.0258536,0.09921591,0.15312499,0
9126984421,9126925593,15728642,0.027952826,0.091076806,0.14583333,0
9127005284,9126995742,15728642,0.026737483,0.08109629,0.15187499,0
9127125049,9127065899,15728642,0.024417292,0.067727566,0.15885417,0
9127145922,9127136074,15728642,0.017456707,0.06386057,0.16,0
9127266111,9127206057,15728642,0.014989199,0.046882637,0.16421874,0
9127286008,9127276403,15728642,0.006408165,0.024969697,0.16874999,0
9127406679,9127346213,15728642,0.00051560946,0.02224439,0.17265624,0
9127425536,9127416128,15728642,0.0013258359,0.007512999,0.17531249,0
9127547128,9127486522,15728642,-0.002430669,-0.0010312082,0.17562501,0
9127565968,9127556680,15728642,-0.010606591,-0.0066291373,0.1790625,0
9127686258,9127626809,15728642,-0.005008662,-0.011195868,0.17791668,0
9127706040,9127696376,15728642,-0.0019887274,-0.026737487,0.1759375,0
9127827154,9127766891,15728642,-0.0042352644,-0.02228124,0.17567709,0
9127846033,9127837237,15728642,0.00044195232,-0.019445445,0.168125,0
9127966898,9127907104,15728642,0.00147315,-0.019887391,0.17671874,0
9127986824,9127977268,15728642,0.012816321,-0.01281632,0.17781249,0
9128107420,9128047476,15728642,0.009501758,-0.009059817,0.17494792,0
9128126324,9128117476,15728642,0.0026516616,-0.0048613697,0.17531249,0
9128247511,9128187702,15728642,0.009796387,-0.01016467,0.1778125,0
9128267383,9128257818,15728642,0.003977486,-0.0057452535,0.17375,0
9128387355,9128327936,15728642,0.007844476,0.0015836138,0.17656252,0
9128408276,9128398523,15728642,0.0077339914,0.016572803,0.17875001,0
9128527608,9128468060,15728642,0.008728359,0.03605507,0.16791666,0
9128548522,9128538185,15728642,0.018782534,0.04883455,0.1703125,0
9128667569,9128608301,15728642,0.018819362,0.055426847,0.16750002,0
9128689763,9128678292,15728642,0.014805058,0.060325034,0.16,0
9128808313,9128748520,15728642,0.02629554,0.07505643,0.16260417,0
9128828100,9128818650,15728642,0.02850525,0.08286406,0.16187501,0
9128948267,9128888659,15728642,0.032335415,0.09590134,0.15473957,0
9128968114,9128958718,15728642,0.0258536,0.10628698,0.1434375,0
9129087999,9129028876,15728642,0.030678129,0.11928743,0.13708335,0
