timestamp,gyro_rad[0],gyro_rad[1],gyro_rad[2],gyro_integral_dt,accelerometer_timestamp_relative,accelerometer_m_s2[0],accelerometer_m_s2[1],accelerometer_m_s2[2],accelerometer_integral_dt,accelerometer_clipping,gyro_clipping,accel_calibration_count,gyro_calibration_count
9102031539,0.0,0.0,0.0,10482,0,-0.45989627,-0.37150675,-9.8359375,8403,0,0,0,1
9102041581,0.0,0.0,0.0,10042,0,-0.45989612,-0.3715067,-9.816406,6572,0,0,0,1
9102051645,0.0,0.0,0.0,10064,0,-0.44746652,-0.35907707,-9.826901,16910,0,0,0,1
9102061640,0.0,0.0,0.0,9995,0,-0.44746664,-0.35907713,-9.855471,7872,0,0,0,1
9102072378,0.0,0.0,0.0,10738,0,-0.43365592,-0.3728878,-9.853516,8213,0,0,0,1
9102081381,0.0,0.0,0.0,9003,0,-0.43365592,-0.37288767,-9.853516,6158,0,0,0,1
9102091244,0.0,0.0,0.0,9863,0,-0.43365592,-0.37288773,-9.853515,16045,0,0,0,1
9102101703,0.0,0.0,0.0,10459,0,-0.44608557,-0.3853174,-9.833984,8387,0,0,0,1
9102111725,0.0,0.0,0.0,10022,0,-0.43227488,-0.39912808,-9.832033,6773,0,0,0,1
9102121902,0.0,0.0,0.0,10177,0,-0.42727354,-0.37927008,-9.852612,16900,0,0,0,1
9102131957,0.0,0.0,0.0,10055,0,-0.44746652,-0.359077,-9.855467,7601,0,0,0,1
9102141585,0.0,0.0,0.0,9628,0,-0.44746655,-0.359077,-9.855469,8416,0,0,0,1
9102151644,0.0,0.0,0.0,10059,0,-0.44746658,-0.35907707,-9.8359375,6385,0,0,0,1
9102162639,0.0,0.0,0.0,10995,0,-0.44746655,-0.35907707,-9.8359375,16894,0,0,0,1
9102172074,0.0,0.0,0.0,9435,0,-0.43365586,-0.3452664,-9.814451,7406,0,0,0,1
9102182156,0.0,0.0,0.0,10082,0,-0.41984516,-0.35907707,-9.8125,6894,0,0,0,1
9102192560,0.0,0.0,0.0,10404,0,-0.44065055,-0.365893,-9.844865,17932,0,0,0,1
9102201430,0.0,0.0,0.0,8870,0,-0.44746664,-0.35907707,-9.8359375,6604,0,0,0,1
9102211894,0.0,0.0,0.0,10464,0,-0.43365586,-0.37288767,-9.833982,7626,0,0,0,1
9102222272,0.0,0.0,0.0,10378,0,-0.43365592,-0.37288773,-9.853518,7146,0,0,0,1
9102231448,0.0,0.0,0.0,9176,0,-0.43982872,-0.3667149,-9.854388,16733,0,0,0,1
9102242035,0.0,0.0,0.0,10587,0,-0.41984522,-0.38669842,-9.8515625,7492,0,0,0,1
9102251650,0.0,0.0,0.0,9615,0,-0.41984522,-0.38669848,-9.832033,7369,0,0,0,1
9102261840,0.0,0.0,0.0,10190,0,-0.4275818,-0.37896183,-9.844067,16980,0,0,0,1
9102271548,0.0,0.0,0.0,9708,0,-0.44746658,-0.3590771,-9.855469,6452,0,0,0,1
9102281984,0.0,0.0,0.0,10436,0,-0.44746664,-0.35907707,-9.85547,8716,0,0,0,1
9102292031,0.0,0.0,0.0,10047,0,-0.41984522,-0.3590771,-9.855469,6628,0,0,0,1
9102302122,0.0,0.0,0.0,10091,0,-0.42727995,-0.3665118,-9.824371,16826,0,0,0,1
9102311847,0.0,0.0,0.0,9725,0,-0.43365583,-0.37288767,-9.833984,6909,0,0,0,1
9102322253,0.0,0.0,0.0,10406,0,-0.4598962,-0.3715067,-9.855469,8801,0,0,0,1
9102332630,0.0,0.0,0.0,10377,0,-0.4598962,-0.3715067,-9.8359375,6553,0,0,0,1
9102342159,0.0,0.0,0.0,9529,0,-0.44746658,-0.3590771,-9.846505,16685,0,0,0,1
9102351760,0.0,0.0,0.0,9601,0,-0.43365586,-0.34526634,-9.833982,7372,0,0,0,1
9102362166,0.0,0.0,0.0,10406,0,-0.41984516,-0.33145565,-9.832031,7072,0,0,0,1
9102372298,0.0,0.0,0.0,10132,0,-0.42672122,-0.33833164,-9.833004,16215,0,0,0,1
9102382547,0.0,0.0,0.0,10249,0,-0.43365592,-0.3452664,-9.853516,7689,0,0,0,1
9102391967,0.0,0.0,0.0,9420,0,-0.41984528,-0.35907707,-9.851564,8321,0,0,0,1
9102402362,0.0,0.0,0.0,10395,0,-0.43365598,-0.37288773,-9.853518,7453,0,0,0,1
9102412167,0.0,0.0,0.0,9805,0,-0.44746658,-0.35907704,-9.835937,15682,0,0,0,1
9102422631,0.0,0.0,0.0,10464,0,-0.43365592,-0.37288773,-9.833984,8394,0,0,0,1
9102432554,0.0,0.0,0.0,9923,0,-0.41984525,-0.38669842,-9.832031,6758,0,0,0,1
9102442857,0.0,0.0,0.0,10303,0,-0.44033298,-0.3662106,-9.854459,16853,0,0,0,1
9102452069,0.0,0.0,0.0,9212,0,-0.43365592,-0.37288773,-9.853516,6868,0,0,0,1
9102462292,0.0,0.0,0.0,10223,0,-0.43365586,-0.37288773,-9.833984,8196,0,0,0,1
9102472710,0.0,0.0,0.0,10418,0,-0.4460855,-0.38531736,-9.814453,7575,0,0,0,1
9102482246,0.0,0.0,0.0,9536,0,-0.4468185,-0.3713901,-9.825856,15638,0,0,0,1
9102492412,0.0,0.0,0.0,10166,0,-0.44746658,-0.35907707,-9.855469,8404,0,0,0,1
9102502729,0.0,0.0,0.0,10317,0,-0.43365592,-0.37288773,-9.853516,6667,0,0,0,1
9102512864,0.0,0.0,0.0,10135,0,-0.4135998,-0.36532244,-9.854585,17600,0,0,0,1
9102521943,0.0,0.0,0.0,9079,0,-0.43365586,-0.37288773,-9.853514,6979,0,0,0,1
9102532761,0.0,0.0,0.0,10818,0,-0.43365586,-0.3728877,-9.853514,7310,0,0,0,1
9102542936,0.0,0.0,0.0,10175,0,-0.44746658,-0.35907707,-9.8359375,7677,0,0,0,1
