timestamp,param5,param6,param1,param2,param3,param4,param7,command,source_component,target_system,target_component,source_system,confirmation,from_external
9100475542,0.0,0.0,-3.0,-3.0,-1.0,-1.0,0.0,1001,1,1,1,1,0,0
9101566727,0.0,0.0,1.0,0.0,0.0,0.0,0.0,521,190,1,1,255,0,1
9104116985,nan,nan,nan,nan,nan,nan,nan,401,1,1,1,1,0,0
9106869209,0.0,0.0,1.0,0.0,0.0,0.0,0.0,521,190,1,1,255,0,1
9106875738,nan,nan,1.0,0.0,nan,nan,nan,400,1,1,1,1,0,0
9114361013,0.0,0.0,1.0,0.0,0.0,0.0,0.0,521,190,1,1,255,0,1
9125854694,0.0,0.0,1.0,0.0,0.0,0.0,0.0,521,190,1,1,255,0,1
9145371555,0.0,0.0,1.0,0.0,0.0,0.0,0.0,521,190,1,1,255,0,1
9155033018,nan,nan,0.0,0.0,nan,nan,nan,400,1,1,1,1,0,0
