timestamp,armed_time,takeoff_time,nav_state_timestamp,valid_nav_states_mask,can_set_nav_states_mask,failure_detector_status,arming_state,latest_arming_reason,latest_disarming_reason,nav_state_user_intention,nav_state,executor_in_charge,hil_state,vehicle_type,failsafe,failsafe_and_user_took_over,failsafe_defer_state,gcs_connection_lost,gcs_connection_lost_counter,high_latency_data_link_lost,is_vtol,is_vtol_tailsitter,in_transition_mode,in_transition_to_fw,system_type,system_id,component_id,safety_button_available,safety_off,power_input_valid,usb_connected,open_drone_id_system_present,open_drone_id_system_healthy,parachute_system_present,parachute_system_healthy,rc_calibration_in_progress,calibration_enabled,pre_flight_checks_pass
9128895556,9106880203,9112919954,9100425471,2147411327,8308095,0,2,3,0,15,15,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,1
9129402141,9106880203,9112919954,9100425471,2147411327,8308095,0,2,3,0,15,15,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,1
9129907308,9106880203,9112919954,9100425471,2147411327,8308095,0,2,3,0,15,15,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,1
9130413774,9106880203,9112919954,9100425471,2147411327,8308095,0,2,3,0,15,15,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,1
9130918998,9106880203,9112919954,9100425471,2147411327,8308095,0,2,3,0,15,15,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,1
9131426020,9106880203,9112919954,9100425471,2147411327,8308095,0,2,3,0,15,15,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,1
9131932615,9106880203,9112919954,9100425471,2147411327,8308095,0,2,3,0,15,15,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,1
9132437618,9106880203,9112919954,9100425471,2147411327,8308095,0,2,3,0,15,15,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,1
9132944066,9106880203,9112919954,9100425471,2147411327,8308095,0,2,3,0,15,15,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,1
9133449619,9106880203,9112919954,9100425471,2147411327,8308095,0,2,3,0,15,15,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,1
9133956063,9106880203,9112919954,9100425471,2147411327,8308095,0,2,3,0,15,15,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,1
9134461831,9106880203,9112919954,9100425471,2147411327,8308095,0,2,3,0,15,15,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,1
9134968336,9106880203,9112919954,9100425471,2147411327,8308095,0,2,3,0,15,15,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,1
9135473990,9106880203,9112919954,9100425471,2147411327,8308095,0,2,3,0,15,15,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,1
9135979553,9106880203,9112919954,9100425471,2147411327,8308095,0,2,3,0,15,15,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,1
9136485304,9106880203,9112919954,9100425471,2147411327,8308095,0,2,3,0,15,15,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,1
9136991721,9106880203,9112919954,9100425471,2147411327,8308095,0,2,3,0,15,15,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,1
9137496995,9106880203,9112919954,9100425471,2147411327,8308095,0,2,3,0,15,15,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,1
9138002975,9106880203,9137759753,9100425471,2147411327,8308095,0,2,3,0,15,15,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,1
9138508168,9106880203,9137759753,9100425471,2147411327,8308095,0,2,3,0,15,15,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,1
9139014911,9106880203,9137759753,9100425471,2147411327,8308095,0,2,3,0,15,15,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,1
9139520512,9106880203,9137759753,9100425471,2147411327,8308095,0,2,3,0,15,15,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,1
