timestamp,yaw_sp_move_rate,q_d[0],q_d[1],q_d[2],q_d[3],thrust_body[0],thrust_body[1],thrust_body[2]
9152343750,0.0,0.99838036,0.0,0.0,-0.056891147,0.0,0.0,-0.0
9152353199,0.0,0.99838644,0.0,0.0,-0.056784358,0.0,0.0,-0.0
9152362691,0.0,0.9983926,0.0,0.0,-0.056677125,0.0,0.0,-0.0
9152373243,0.0,0.9983993,0.0,0.0,-0.056558058,0.0,0.0,-0.0
9152382901,0.0,0.99841064,0.0,0.0,-0.056357596,0.0,0.0,-0.0
9152392317,0.0,0.99842227,0.0,0.0,-0.0561518,0.0,0.0,-0.0
9152403747,0.0,0.9984363,0.0,0.0,-0.05590223,0.0,0.0,-0.0
9152414338,0.0,0.99844915,0.0,0.0,-0.055671275,0.0,0.0,-0.0
9152422852,0.0,0.99845946,0.0,0.0,-0.055485755,0.0,0.0,-0.0
9152433255,0.0,0.99847203,0.0,0.0,-0.05525926,0.0,0.0,-0.0
9152443668,0.0,0.99848455,0.0,0.0,-0.05503284,0.0,0.0,-0.0
9152453158,0.0,0.9984959,0.0,0.0,-0.054826662,0.0,0.0,-0.0
9152462751,0.0,0.9985073,0.0,0.0,-0.05461843,0.0,0.0,-0.0
9152473214,0.0,0.99851966,0.0,0.0,-0.054391474,0.0,0.0,-0.0
9152484752,0.0,0.99853325,0.0,0.0,-0.054141525,0.0,0.0,-0.0
9152493104,0.0,0.9985431,0.0,0.0,-0.05396071,0.0,0.0,-0.0
9152502718,0.0,0.9985543,0.0,0.0,-0.05375286,0.0,0.0,-0.0
9152513263,0.0,0.9985665,0.0,0.0,-0.053525086,0.0,0.0,-0.0
9152524047,0.0,0.9985685,0.0,0.0,-0.053488478,0.0,0.0,-0.0
9152533582,0.0,0.9985743,0.0,0.0,-0.05337893,0.0,0.0,-0.0
9152543032,0.0,0.9985801,0.0,0.0,-0.05327092,0.0,0.0,-0.0
9152553597,0.0,0.99858654,0.0,0.0,-0.053150177,0.0,0.0,-0.0
9152563351,0.0,0.99859244,0.0,0.0,-0.05303878,0.0,0.0,-0.0
9152572889,0.0,0.9985982,0.0,0.0,-0.05293006,0.0,0.0,-0.0
9152583735,0.0,0.9986048,0.0,0.0,-0.052806545,0.0,0.0,-0.0
9152593398,0.0,0.99861056,0.0,0.0,-0.05269654,0.0,0.0,-0.0
9152603039,0.0,0.99861634,0.0,0.0,-0.05258703,0.0,0.0,-0.0
9152613552,0.0,0.99862266,0.0,0.0,-0.052467484,0.0,0.0,-0.0
9152623936,0.0,0.9986288,0.0,0.0,-0.052349683,0.0,0.0,-0.0
9152633366,0.0,0.9986344,0.0,0.0,-0.052242823,0.0,0.0,-0.0
9152643016,0.0,0.9986401,0.0,0.0,-0.052133564,0.0,0.0,-0.0
9152654595,0.0,0.998647,0.0,0.0,-0.052002545,0.0,0.0,-0.0
9152665169,0.0,0.9986558,0.0,0.0,-0.051831894,0.0,0.0,-0.0
9152672856,0.0,0.998663,0.0,0.0,-0.051693756,0.0,0.0,-0.0
9152683290,0.0,0.99867266,0.0,0.0,-0.05150649,0.0,0.0,-0.0
