timestamp,mode_req_angular_velocity,mode_req_attitude,mode_req_local_alt,mode_req_local_position,mode_req_local_position_relaxed,mode_req_global_position,mode_req_global_position_relaxed,mode_req_mission,mode_req_offboard_signal,mode_req_home_position,mode_req_wind_and_flight_time_compliance,mode_req_prevent_arming,mode_req_manual_control,mode_req_other,angular_velocity_invalid,attitude_invalid,local_altitude_invalid,local_position_invalid,local_position_invalid_relaxed,local_velocity_invalid,global_position_invalid,global_position_invalid_relaxed,auto_mission_missing,offboard_control_signal_lost,home_position_invalid,manual_control_signal_lost,gcs_connection_lost,battery_warning,battery_low_remaining_time,battery_unhealthy,geofence_breached,mission_failure,vtol_fixed_wing_system_failure,wind_limit_exceeded,flight_time_limit_exceeded,position_accuracy_low,navigator_failure,fd_critical_failure,fd_esc_arming_failure,fd_imbalanced_prop,fd_motor_failure
9135564828,8312190,8311166,8257918,7995448,262212,56,0,8,16384,32,2621464,3944480,34119,2139095040,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9136070769,8312190,8311166,8257918,7995448,262212,56,0,8,16384,32,2621464,3944480,34119,2139095040,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9136576208,8312190,8311166,8257918,7995448,262212,56,0,8,16384,32,2621464,3944480,34119,2139095040,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9137083005,8312190,8311166,8257918,7995448,262212,56,0,8,16384,32,2621464,3944480,34119,2139095040,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9137587898,8312190,8311166,8257918,7995448,262212,56,0,8,16384,32,2621464,3944480,34119,2139095040,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9138094098,8312190,8311166,8257918,7995448,262212,56,0,8,16384,32,2621464,3944480,34119,2139095040,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9138599181,8312190,8311166,8257918,7995448,262212,56,0,8,16384,32,2621464,3944480,34119,2139095040,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9139106138,8312190,8311166,8257918,7995448,262212,56,0,8,16384,32,2621464,3944480,34119,2139095040,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9139611402,8312190,8311166,8257918,7995448,262212,56,0,8,16384,32,2621464,3944480,34119,2139095040,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9140118302,8312190,8311166,8257918,7995448,262212,56,0,8,16384,32,2621464,3944480,34119,2139095040,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9140623544,8312190,8311166,8257918,7995448,262212,56,0,8,16384,32,2621464,3944480,34119,2139095040,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9141130885,8312190,8311166,8257918,7995448,262212,56,0,8,16384,32,2621464,3944480,34119,2139095040,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9141636521,8312190,8311166,8257918,7995448,262212,56,0,8,16384,32,2621464,3944480,34119,2139095040,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9142142609,8312190,8311166,8257918,7995448,262212,56,0,8,16384,32,2621464,3944480,34119,2139095040,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9142649535,8312190,8311166,8257918,7995448,262212,56,0,8,16384,32,2621464,3944480,34119,2139095040,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9143154920,8312190,8311166,8257918,7995448,262212,56,0,8,16384,32,2621464,3944480,34119,2139095040,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9143661484,8312190,8311166,8257918,7995448,262212,56,0,8,16384,32,2621464,3944480,34119,2139095040,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9144167381,8312190,8311166,8257918,7995448,262212,56,0,8,16384,32,2621464,3944480,34119,2139095040,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9144674213,8312190,8311166,8257918,7995448,262212,56,0,8,16384,32,2621464,3944480,34119,2139095040,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9145179243,8312190,8311166,8257918,7995448,262212,56,0,8,16384,32,2621464,3944480,34119,2139095040,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9145686095,8312190,8311166,8257918,7995448,262212,56,0,8,16384,32,2621464,3944480,34119,2139095040,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9146191562,8312190,8311166,8257918,7995448,262212,56,0,8,16384,32,2621464,3944480,34119,2139095040,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9146697841,8312190,8311166,8257918,7995448,262212,56,0,8,16384,32,2621464,3944480,34119,2139095040,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9147203101,8312190,8311166,8257918,7995448,262212,56,0,8,16384,32,2621464,3944480,34119,2139095040,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9147709288,8312190,8311166,8257918,7995448,262212,56,0,8,16384,32,2621464,3944480,34119,2139095040,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9148214399,8312190,8311166,8257918,7995448,262212,56,0,8,16384,32,2621464,3944480,34119,2139095040,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9148720742,8312190,8311166,8257918,7995448,262212,56,0,8,16384,32,2621464,3944480,34119,2139095040,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9149226116,8312190,8311166,8257918,7995448,262212,56,0,8,16384,32,2621464,3944480,34119,2139095040,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9149732728,8312190,8311166,8257918,7995448,262212,56,0,8,16384,32,2621464,3944480,34119,2139095040,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9150237872,8312190,8311166,8257918,7995448,262212,56,0,8,16384,32,2621464,3944480,34119,2139095040,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9150744353,8312190,8311166,8257918,7995448,262212,56,0,8,16384,32,2621464,3944480,34119,2139095040,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9151249379,8312190,8311166,8257918,7995448,262212,56,0,8,16384,32,2621464,3944480,34119,2139095040,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9151754767,8312190,8311166,8257918,7995448,262212,56,0,8,16384,32,2621464,3944480,34119,2139095040,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9152259918,8312190,8311166,8257918,7995448,262212,56,0,8,16384,32,2621464,3944480,34119,2139095040,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9152766520,8312190,8311166,8257918,7995448,262212,56,0,8,16384,32,2621464,3944480,34119,2139095040,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9153271963,8312190,8311166,8257918,7995448,262212,56,0,8,16384,32,2621464,3944480,34119,2139095040,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9153777612,8312190,8311166,8257918,7995448,262212,56,0,8,16384,32,2621464,3944480,34119,2139095040,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9154283106,8312190,8311166,8257918,7995448,262212,56,0,8,16384,32,2621464,3944480,34119,2139095040,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9154789279,8312190,8311166,8257918,7995448,262212,56,0,8,16384,32,2621464,3944480,34119,2139095040,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9155295119,8312190,8311166,8257918,7995448,262212,56,0,8,16384,32,2621464,3944480,34119,2139095040,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9155803492,8312190,8311166,8257918,7995448,262212,56,0,8,16384,32,2621464,3944480,34119,2139095040,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9156308322,8312190,8311166,8257918,7995448,262212,56,0,8,16384,32,2621464,3944480,34119,2139095040,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9156814749,8312190,8311166,8257918,7995448,262212,56,0,8,16384,32,2621464,3944480,34119,2139095040,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9157319920,8312190,8311166,8257918,7995448,262212,56,0,8,16384,32,2621464,3944480,34119,2139095040,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9157825769,8312190,8311166,8257918,7995448,262212,56,0,8,16384,32,2621464,3944480,34119,2139095040,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9158330553,8312190,8311166,8257918,7995448,262212,56,0,8,16384,32,2621464,3944480,34119,2139095040,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9158837309,8312190,8311166,8257918,7995448,262212,56,0,8,16384,32,2621464,3944480,34119,2139095040,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9159342299,8312190,8311166,8257918,7995448,262212,56,0,8,16384,32,2621464,3944480,34119,2139095040,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9159848178,8312190,8311166,8257918,7995448,262212,56,0,8,16384,32,2621464,3944480,34119,2139095040,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
