timestamp,timestamp_sample,baro_device_id,baro_alt_meter,baro_pressure_pa,ambient_temperature,rho,temperature_source,calibration_count
9127921373,9127889838,6845961,202.68835,98914.05,15.0,1.1956557,0,0
9127999519,9127983596,6845961,202.7259,98913.58,15.0,1.19565,0,0
9128108961,9128077383,6845961,202.68835,98914.04,15.0,1.1956557,0,0
9128187011,9128171086,6845961,202.72122,98913.66,15.0,1.1956509,0,0
9128249522,9128249215,6845961,202.71652,98913.695,15.0,1.1956515,0,0
9128343254,9128319531,6845961,202.69774,98913.92,15.0,1.1956543,0,0
9128437177,9128405549,6845961,202.7306,98913.56,15.0,1.19565,0,0
9128546554,9128514863,6845961,202.75409,98913.234,15.0,1.1956459,0,0
9128624521,9128592975,6845961,202.7353,98913.47,15.0,1.1956488,0,0
9128733877,9128702340,6845961,202.71182,98913.73,15.0,1.1956519,0,0
9128812025,9128788269,6845961,202.74939,98913.3,15.0,1.1956466,0,0
9128921377,9128889853,6845961,202.74,98913.44,15.0,1.1956483,0,0
9128999521,9128975781,6845961,202.7306,98913.516,15.0,1.1956493,0,0
9129062066,9129061778,6845961,202.7306,98913.52,15.0,1.1956494,0,0
9129140205,9129124277,6845961,202.74,98913.44,15.0,1.1956483,0,0
9129249594,9129218007,6845961,202.77756,98913.0,15.0,1.1956431,0,0
9129327816,9129311814,6845961,202.74469,98913.39,15.0,1.1956478,0,0
9129437011,9129405472,6845961,202.74939,98913.336,15.0,1.1956471,0,0
9129515163,9129499225,6845961,202.74939,98913.31,15.0,1.1956469,0,0
9129577687,9129577398,6845961,202.71182,98913.73,15.0,1.1956519,0,0
9129671379,9129647652,6845961,202.75409,98913.28,15.0,1.1956464,0,0
9129765110,9129733583,6845961,202.7353,98913.484,15.0,1.195649,0,0
9129874520,9129842973,6845961,202.7353,98913.484,15.0,1.195649,0,0
9129952712,9129921117,6845961,202.7259,98913.57,15.0,1.19565,0,0
9130062004,9130030507,6845961,202.71652,98913.72,15.0,1.1956518,0,0
9130140168,9130116414,6845961,202.74469,98913.41,15.0,1.1956481,0,0
9130249568,9130218003,6845961,202.7259,98913.59,15.0,1.1956502,0,0
9130327672,9130303941,6845961,202.7259,98913.63,15.0,1.1956508,0,0
9130390209,9130389916,6845961,202.77756,98912.95,15.0,1.1956425,0,0
9130468248,9130452341,6845961,202.75877,98913.17,15.0,1.1956452,0,0
9130577634,9130546103,6845961,202.74,98913.44,15.0,1.1956483,0,0
9130655753,9130639839,6845961,202.74469,98913.375,15.0,1.1956476,0,0
9130765109,9130733616,6845961,202.7353,98913.47,15.0,1.1956488,0,0
9130843254,9130827355,6845961,202.74939,98913.34,15.0,1.1956472,0,0
