timestamp,mag_inconsistency_angle
9101065134,0.0
9101565316,0.0
9102066338,0.0
9102566914,0.0
9103067561,0.0
9103558733,0.0
9104059457,0.0
9104560047,0.0
9105060391,0.0
9105561896,0.0
9106062175,0.0
9106563007,0.0
9106877678,0.0
9155048952,0.0
9155059127,0.0
9155550335,0.0
9156040791,0.0
9156541656,0.0
9157042479,0.0
9157543530,0.0
9158043908,0.0
9158544359,0.0
9159045327,0.0
9159546229,0.0
9160046872,0.0
9160548407,0.0
9161048807,0.0
9161539201,0.0
