timestamp,accel_device_id_primary,accel_device_ids[0],accel_device_ids[1],accel_device_ids[2],accel_device_ids[3],accel_inconsistency_m_s_s[0],accel_inconsistency_m_s_s[1],accel_inconsistency_m_s_s[2],accel_inconsistency_m_s_s[3],gyro_device_id_primary,gyro_device_ids[0],gyro_device_ids[1],gyro_device_ids[2],gyro_device_ids[3],gyro_inconsistency_rad_s[0],gyro_inconsistency_rad_s[1],gyro_inconsistency_rad_s[2],gyro_inconsistency_rad_s[3],accel_healthy[0],accel_healthy[1],accel_healthy[2],accel_healthy[3],accel_priority[0],accel_priority[1],accel_priority[2],accel_priority[3],gyro_healthy[0],gyro_healthy[1],gyro_healthy[2],gyro_healthy[3],gyro_priority[0],gyro_priority[1],gyro_priority[2],gyro_priority[3]
9135186043,15728642,15728642,0,0,0,0.0,0.0,0.0,0.0,15728642,15728642,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0,50,0,0,0,1,0,0,0,50,0,0,0
9135387130,15728642,15728642,0,0,0,0.0,0.0,0.0,0.0,15728642,15728642,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0,50,0,0,0,1,0,0,0,50,0,0,0
9135586630,15728642,15728642,0,0,0,0.0,0.0,0.0,0.0,15728642,15728642,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0,50,0,0,0,1,0,0,0,50,0,0,0
9135788696,15728642,15728642,0,0,0,0.0,0.0,0.0,0.0,15728642,15728642,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0,50,0,0,0,1,0,0,0,50,0,0,0
9135987091,15728642,15728642,0,0,0,0.0,0.0,0.0,0.0,15728642,15728642,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0,50,0,0,0,1,0,0,0,50,0,0,0
9136188571,15728642,15728642,0,0,0,0.0,0.0,0.0,0.0,15728642,15728642,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0,50,0,0,0,1,0,0,0,50,0,0,0
9136388123,15728642,15728642,0,0,0,0.0,0.0,0.0,0.0,15728642,15728642,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0,50,0,0,0,1,0,0,0,50,0,0,0
9136587967,15728642,15728642,0,0,0,0.0,0.0,0.0,0.0,15728642,15728642,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0,50,0,0,0,1,0,0,0,50,0,0,0
9136789608,15728642,15728642,0,0,0,0.0,0.0,0.0,0.0,15728642,15728642,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0,50,0,0,0,1,0,0,0,50,0,0,0
9136988600,15728642,15728642,0,0,0,0.0,0.0,0.0,0.0,15728642,15728642,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0,50,0,0,0,1,0,0,0,50,0,0,0
9137189219,15728642,15728642,0,0,0,0.0,0.0,0.0,0.0,15728642,15728642,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0,50,0,0,0,1,0,0,0,50,0,0,0
9137389596,15728642,15728642,0,0,0,0.0,0.0,0.0,0.0,15728642,15728642,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0,50,0,0,0,1,0,0,0,50,0,0,0
9137590014,15728642,15728642,0,0,0,0.0,0.0,0.0,0.0,15728642,15728642,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0,50,0,0,0,1,0,0,0,50,0,0,0
9137790183,15728642,15728642,0,0,0,0.0,0.0,0.0,0.0,15728642,15728642,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0,50,0,0,0,1,0,0,0,50,0,0,0
9137990709,15728642,15728642,0,0,0,0.0,0.0,0.0,0.0,15728642,15728642,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0,50,0,0,0,1,0,0,0,50,0,0,0
9138190557,15728642,15728642,0,0,0,0.0,0.0,0.0,0.0,15728642,15728642,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0,50,0,0,0,1,0,0,0,50,0,0,0
9138391581,15728642,15728642,0,0,0,0.0,0.0,0.0,0.0,15728642,15728642,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0,50,0,0,0,1,0,0,0,50,0,0,0
9138591212,15728642,15728642,0,0,0,0.0,0.0,0.0,0.0,15728642,15728642,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0,50,0,0,0,1,0,0,0,50,0,0,0
9138791528,15728642,15728642,0,0,0,0.0,0.0,0.0,0.0,15728642,15728642,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0,50,0,0,0,1,0,0,0,50,0,0,0
9138992273,15728642,15728642,0,0,0,0.0,0.0,0.0,0.0,15728642,15728642,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0,50,0,0,0,1,0,0,0,50,0,0,0
